Scorecard,Team 1,Team 2,Ground,Winner,Host,Day,Month,Year,WinInn
ODI # 360,Australia,India,Melbourne,India,Australia,31,Jan,1986,2
ODI # 361,India,New Zealand,Launceston,India,Australia,2,Feb,1986,1
ODI # 362,Australia,India,Sydney,Australia,Australia,5,Feb,1986,1
ODI # 363,Australia,India,Melbourne,Australia,Australia,9,Feb,1986,2
ODI # 364,West Indies,England,Kingston,West Indies,West Indies,18,Feb,1986,2
ODI # 365,Sri Lanka,Pakistan,Kandy,Pakistan,Sri Lanka,2,Mar,1986,2
ODI # 366,West Indies,England,Port of Spain,England,West Indies,4,Mar,1986,2
ODI # 368,Sri Lanka,Pakistan,Colombo,Pakistan,Sri Lanka,11,Mar,1986,2
ODI # 369,New Zealand,Australia,Dunedin,New Zealand,New Zealand,19,Mar,1986,1
ODI # 370,West Indies,England,Bridgetown,West Indies,West Indies,19,Mar,1986,1
ODI # 371,New Zealand,Australia,Christchurch,New Zealand,New Zealand,22,Mar,1986,1
ODI # 372,New Zealand,Australia,Wellington,Australia,New Zealand,26,Mar,1986,2
ODI # 373,New Zealand,Australia,Auckland,Australia,New Zealand,29,Mar,1986,1
ODI # 374,Sri Lanka,Pakistan,Colombo,Pakistan,Sri Lanka,30,Mar,1986,1
ODI # 375,Bangladesh,Pakistan,Moratuwa,Pakistan,Sri Lanka,31,Mar,1986,2
ODI # 376,West Indies,England,Port of Spain,West Indies,West Indies,31,Mar,1986,2
ODI # 377,Sri Lanka,Bangladesh,Kandy,Sri Lanka,Sri Lanka,2,Apr,1986,2
ODI # 378,Sri Lanka,New Zealand,Colombo,New Zealand,Sri Lanka,5,Apr,1986,2
ODI # 379,Sri Lanka,Pakistan,Colombo,Sri Lanka,Sri Lanka,6,Apr,1986,2
ODI # 380,New Zealand,Pakistan,Colombo,Pakistan,Sri Lanka,7,Apr,1986,2
ODI # 381,India,New Zealand,Sharjah,India,U.A.E.,10,Apr,1986,2
ODI # 382,Australia,Pakistan,Sharjah,Pakistan,U.A.E.,11,Apr,1986,2
ODI # 383,India,Sri Lanka,Sharjah,India,U.A.E.,13,Apr,1986,2
ODI # 384,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,15,Apr,1986,2
ODI # 385,India,Pakistan,Sharjah,Pakistan,U.A.E.,18,Apr,1986,2
ODI # 386,England,India,The Oval,India,England,24,May,1986,2
ODI # 387,England,India,Manchester,England,England,26,May,1986,2
ODI # 388,England,New Zealand,Leeds,New Zealand,England,16,Jul,1986,1
ODI # 389,England,New Zealand,Manchester,England,England,18,Jul,1986,2
ODI # 390,India,Australia,Jaipur,India,India,7,Sep,1986,2
ODI # 391,India,Australia,Srinagar,Australia,India,9,Sep,1986,2
ODI # 393,India,Australia,Delhi,India,India,2,Oct,1986,2
ODI # 394,India,Australia,Ahmedabad,India,India,5,Oct,1986,1
ODI # 395,India,Australia,Rajkot,Australia,India,7,Oct,1986,2
ODI # 396,Pakistan,West Indies,Peshawar,West Indies,Pakistan,17,Oct,1986,2
ODI # 397,Pakistan,West Indies,Gujranwala,West Indies,Pakistan,4,Nov,1986,1
ODI # 398,Pakistan,West Indies,Sialkot,West Indies,Pakistan,14,Nov,1986,2
ODI # 399,Pakistan,West Indies,Multan,West Indies,Pakistan,17,Nov,1986,1
ODI # 400,Pakistan,West Indies,Hyderabad,Pakistan,India,18,Nov,1986,1
ODI # 401,India,Sri Lanka,Sharjah,India,U.A.E.,27,Nov,1986,2
ODI # 402,Pakistan,West Indies,Sharjah,West Indies,U.A.E.,28,Nov,1986,2
ODI # 403,India,West Indies,Sharjah,West Indies,U.A.E.,30,Nov,1986,1
ODI # 404,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,2,Dec,1986,2
ODI # 405,Sri Lanka,West Indies,Sharjah,West Indies,U.A.E.,3,Dec,1986,1
ODI # 406,India,Pakistan,Sharjah,Pakistan,U.A.E.,5,Dec,1986,2
ODI # 407,India,Sri Lanka,Kanpur,Sri Lanka,India,24,Dec,1986,1
ODI # 408,Pakistan,West Indies,Perth,Pakistan,Australia,30,Dec,1986,1
ODI # 409,Australia,England,Perth,England,Australia,1,Jan,1987,1
ODI # 410,Australia,Pakistan,Perth,Pakistan,Australia,2,Jan,1987,2
ODI # 411,England,West Indies,Perth,England,Australia,3,Jan,1987,1
ODI # 412,Australia,West Indies,Perth,West Indies,Australia,4,Jan,1987,1
ODI # 413,England,Pakistan,Perth,England,Australia,5,Jan,1987,2
ODI # 414,England,Pakistan,Perth,England,Australia,7,Jan,1987,2
ODI # 415,India,Sri Lanka,Guwahati,India,India,11,Jan,1987,2
ODI # 416,India,Sri Lanka,Delhi,India,India,13,Jan,1987,2
ODI # 417,India,Sri Lanka,Vadodara,India,India,15,Jan,1987,1
ODI # 418,England,West Indies,Brisbane,England,Australia,17,Jan,1987,2
ODI # 419,India,Sri Lanka,Mumbai,India,India,17,Jan,1987,1
ODI # 420,Australia,England,Brisbane,Australia,Australia,18,Jan,1987,1
ODI # 421,Australia,West Indies,Melbourne,West Indies,Australia,20,Jan,1987,2
ODI # 422,Australia,England,Sydney,England,Australia,22,Jan,1987,2
ODI # 423,England,West Indies,Adelaide,England,Australia,24,Jan,1987,1
ODI # 424,Australia,West Indies,Adelaide,West Indies,Australia,25,Jan,1987,1
ODI # 425,Australia,England,Adelaide,Australia,Australia,26,Jan,1987,1
ODI # 426,India,Pakistan,Indore,Pakistan,India,27,Jan,1987,2
ODI # 427,Australia,West Indies,Sydney,Australia,Australia,28,Jan,1987,1
ODI # 428,England,West Indies,Melbourne,West Indies,Australia,30,Jan,1987,2
ODI # 429,Australia,England,Melbourne,Australia,Australia,1,Feb,1987,1
ODI # 430,England,West Indies,Devonport,England,Australia,3,Feb,1987,1
ODI # 431,Australia,West Indies,Sydney,Australia,Australia,6,Feb,1987,2
ODI # 432,Australia,England,Melbourne,England,Australia,8,Feb,1987,2
ODI # 433,Australia,England,Sydney,England,Australia,11,Feb,1987,1
ODI # 434,India,Pakistan,Kolkata,Pakistan,India,18,Feb,1987,2
ODI # 435,New Zealand,West Indies,Dunedin,West Indies,New Zealand,18,Mar,1987,1
ODI # 437,New Zealand,West Indies,Auckland,West Indies,New Zealand,21,Mar,1987,2
ODI # 438,India,Pakistan,Pune,Pakistan,India,22,Mar,1987,2
ODI # 439,India,Pakistan,Nagpur,Pakistan,India,24,Mar,1987,1
ODI # 440,India,Pakistan,Jamshedpur,Pakistan,India,26,Mar,1987,2
ODI # 441,New Zealand,West Indies,Christchurch,West Indies,New Zealand,28,Mar,1987,2
ODI # 442,England,India,Sharjah,India,U.A.E.,2,Apr,1987,2
ODI # 443,Australia,Pakistan,Sharjah,Pakistan,U.A.E.,3,Apr,1987,2
ODI # 444,Australia,India,Sharjah,India,U.A.E.,5,Apr,1987,2
ODI # 445,England,Pakistan,Sharjah,England,U.A.E.,7,Apr,1987,2
ODI # 446,Australia,England,Sharjah,England,U.A.E.,9,Apr,1987,1
ODI # 447,India,Pakistan,Sharjah,Pakistan,U.A.E.,10,Apr,1987,2
ODI # 448,England,Pakistan,The Oval,England,England,21,May,1987,2
ODI # 449,England,Pakistan,Nottingham,Pakistan,England,23,May,1987,2
ODI # 450,England,Pakistan,Birmingham,England,England,25,May,1987,2
ODI # 451,Pakistan,Sri Lanka,Hyderabad,Pakistan,India,8,Oct,1987,1
ODI # 453,India,Australia,Chennai,Australia,India,9,Oct,1987,1
ODI # 452,England,West Indies,Gujranwala,England,Pakistan,9,Oct,1987,2
ODI # 454,New Zealand,Zimbabwe,Hyderabad,New Zealand,India,10,Oct,1987,1
ODI # 455,Pakistan,England,Rawalpindi,Pakistan,Pakistan,12-13,Oct,1987,1
ODI # 456,Australia,Zimbabwe,Chennai,Australia,India,13,Oct,1987,1
ODI # 457,Sri Lanka,West Indies,Karachi,West Indies,Pakistan,13,Oct,1987,1
ODI # 458,India,New Zealand,Bengaluru,India,India,14,Oct,1987,1
ODI # 459,Pakistan,West Indies,Lahore,Pakistan,Pakistan,16,Oct,1987,2
ODI # 461,India,Zimbabwe,Mumbai,India,India,17,Oct,1987,2
ODI # 460,England,Sri Lanka,Peshawar,England,Pakistan,17,Oct,1987,1
ODI # 462,Australia,New Zealand,Indore,Australia,India,18-19,Oct,1987,1
ODI # 463,Pakistan,England,Karachi,Pakistan,Pakistan,20,Oct,1987,2
ODI # 464,Sri Lanka,West Indies,Kanpur,West Indies,India,21,Oct,1987,1
ODI # 465,India,Australia,Delhi,India,India,22,Oct,1987,1
ODI # 466,New Zealand,Zimbabwe,Kolkata,New Zealand,India,23,Oct,1987,2
ODI # 467,Pakistan,Sri Lanka,Faisalabad,Pakistan,Pakistan,25,Oct,1987,1
ODI # 468,England,West Indies,Jaipur,England,India,26,Oct,1987,1
ODI # 469,India,Zimbabwe,Ahmedabad,India,India,26,Oct,1987,2
ODI # 470,Australia,New Zealand,Chandigarh,Australia,India,27,Oct,1987,1
ODI # 471,Australia,Zimbabwe,Cuttack,Australia,India,30,Oct,1987,1
ODI # 472,England,Sri Lanka,Pune,England,India,30,Oct,1987,2
ODI # 473,Pakistan,West Indies,Karachi,West Indies,Pakistan,30,Oct,1987,1
ODI # 474,India,New Zealand,Nagpur,India,India,31,Oct,1987,2
ODI # 475,Pakistan,Australia,Lahore,Australia,Pakistan,4,Nov,1987,1
ODI # 476,India,England,Mumbai,England,India,5,Nov,1987,1
ODI # 477,Australia,England,Kolkata,Australia,India,8,Nov,1987,1
ODI # 478,Pakistan,England,Lahore,England,Pakistan,18,Nov,1987,2
ODI # 479,Pakistan,England,Karachi,England,Pakistan,20,Nov,1987,1
ODI # 480,Pakistan,England,Peshawar,England,Pakistan,22,Nov,1987,1
ODI # 481,India,West Indies,Nagpur,West Indies,India,8,Dec,1987,1
ODI # 482,India,West Indies,Guwahati,West Indies,India,23,Dec,1987,1
ODI # 484,Australia,Sri Lanka,Perth,Australia,Australia,2,Jan,1988,1
ODI # 483,India,West Indies,Kolkata,India,India,2,Jan,1988,1
ODI # 485,Australia,New Zealand,Perth,New Zealand,Australia,3,Jan,1988,1
ODI # 486,New Zealand,Sri Lanka,Sydney,New Zealand,Australia,5,Jan,1988,2
ODI # 487,India,West Indies,Rajkot,West Indies,India,5,Jan,1988,2
ODI # 488,Australia,New Zealand,Melbourne,Australia,Australia,7,Jan,1988,1
ODI # 489,India,West Indies,Ahmedabad,West Indies,India,7,Jan,1988,1
ODI # 490,New Zealand,Sri Lanka,Adelaide,New Zealand,Australia,9,Jan,1988,2
ODI # 491,Australia,Sri Lanka,Adelaide,Australia,Australia,10,Jan,1988,1
ODI # 492,New Zealand,Sri Lanka,Hobart,Sri Lanka,Australia,12,Jan,1988,2
ODI # 493,Australia,Sri Lanka,Melbourne,Australia,Australia,14,Jan,1988,1
ODI # 494,New Zealand,Sri Lanka,Brisbane,New Zealand,Australia,16,Jan,1988,2
ODI # 495,Australia,New Zealand,Brisbane,Australia,Australia,17,Jan,1988,2
ODI # 496,Australia,Sri Lanka,Sydney,Australia,Australia,19,Jan,1988,2
ODI # 497,India,West Indies,Faridabad,West Indies,India,19,Jan,1988,2
ODI # 498,Australia,New Zealand,Sydney,Australia,Australia,20,Jan,1988,1
ODI # 499,Australia,New Zealand,Melbourne,Australia,Australia,22,Jan,1988,2
ODI # 500,India,West Indies,Gwalior,West Indies,India,22,Jan,1988,1
ODI # 501,Australia,New Zealand,Sydney,Australia,Australia,24,Jan,1988,2
ODI # 502,India,West Indies,Thiruvananthapuram,West Indies,India,25,Jan,1988,2
ODI # 503,Australia,England,Melbourne,Australia,Australia,4,Feb,1988,1
ODI # 504,New Zealand,England,Dunedin,England,New Zealand,9,Mar,1988,2
ODI # 505,New Zealand,England,Christchurch,England,New Zealand,12,Mar,1988,2
ODI # 506,West Indies,Pakistan,Kingston,West Indies,West Indies,12,Mar,1988,1
ODI # 507,West Indies,Pakistan,St John's,West Indies,West Indies,15,Mar,1988,2
ODI # 508,New Zealand,England,Napier,New Zealand,New Zealand,16,Mar,1988,2
ODI # 509,West Indies,Pakistan,Port of Spain,West Indies,West Indies,18,Mar,1988,1
ODI # 510,New Zealand,England,Auckland,New Zealand,New Zealand,19,Mar,1988,2
ODI # 511,West Indies,Pakistan,Port of Spain,West Indies,West Indies,20,Mar,1988,2
ODI # 512,India,Sri Lanka,Sharjah,India,U.A.E.,25,Mar,1988,1
ODI # 513,India,New Zealand,Sharjah,India,U.A.E.,27,Mar,1988,1
ODI # 514,New Zealand,Sri Lanka,Sharjah,New Zealand,U.A.E.,29,Mar,1988,1
ODI # 515,West Indies,Pakistan,Georgetown,West Indies,West Indies,30,Mar,1988,2
ODI # 516,New Zealand,Sri Lanka,Sharjah,New Zealand,U.A.E.,31,Mar,1988,1
ODI # 517,India,New Zealand,Sharjah,India,U.A.E.,1,Apr,1988,1
ODI # 518,England,West Indies,Birmingham,England,England,19,May,1988,2
ODI # 519,England,West Indies,Leeds,England,England,21,May,1988,1
ODI # 520,England,West Indies,Lord's,England,England,23-24,May,1988,2
ODI # 521,England,Sri Lanka,The Oval,England,England,4,Sep,1988,2
ODI # 523,India,West Indies,Sharjah,India,U.A.E.,16,Oct,1988,1
ODI # 524,Pakistan,West Indies,Sharjah,Pakistan,U.A.E.,18,Oct,1988,1
ODI # 525,India,Pakistan,Sharjah,Pakistan,U.A.E.,19,Oct,1988,1
ODI # 526,India,West Indies,Sharjah,West Indies,U.A.E.,21,Oct,1988,2
ODI # 527,Pakistan,West Indies,Sharjah,West Indies,U.A.E.,22,Oct,1988,1
ODI # 528,Pakistan,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,27,Oct,1988,2
ODI # 529,Bangladesh,India,Chittagong,India,Bangladesh,27,Oct,1988,2
ODI # 530,India,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,29,Oct,1988,1
ODI # 531,Bangladesh,Pakistan,Chittagong,Pakistan,Bangladesh,29,Oct,1988,1
ODI # 532,India,Pakistan,Dhaka,India,Bangladesh,31,Oct,1988,2
ODI # 533,Bangladesh,Sri Lanka,Dhaka,Sri Lanka,Bangladesh,2,Nov,1988,2
ODI # 534,India,Sri Lanka,Dhaka,India,Bangladesh,4,Nov,1988,2
ODI # 535,Pakistan,West Indies,Adelaide,West Indies,Australia,10,Dec,1988,1
ODI # 536,India,New Zealand,Visakhapatnam,India,India,10,Dec,1988,2
ODI # 537,Australia,Pakistan,Adelaide,Australia,Australia,11,Dec,1988,2
ODI # 538,India,New Zealand,Cuttack,India,India,12,Dec,1988,2
ODI # 539,Australia,West Indies,Sydney,West Indies,Australia,13,Dec,1988,1
ODI # 540,Australia,West Indies,Melbourne,West Indies,Australia,15,Dec,1988,1
ODI # 541,India,New Zealand,Indore,India,India,15,Dec,1988,1
ODI # 542,Pakistan,West Indies,Hobart,West Indies,Australia,17,Dec,1988,1
ODI # 543,India,New Zealand,Vadodara,India,India,17,Dec,1988,2
ODI # 544,Pakistan,West Indies,Perth,West Indies,Australia,1,Jan,1989,2
ODI # 545,Australia,Pakistan,Perth,Pakistan,Australia,2,Jan,1989,1
ODI # 546,Australia,West Indies,Melbourne,Australia,Australia,5,Jan,1989,1
ODI # 547,Pakistan,West Indies,Brisbane,Pakistan,Australia,7,Jan,1989,1
ODI # 548,Australia,Pakistan,Brisbane,Australia,Australia,8,Jan,1989,2
ODI # 549,Australia,Pakistan,Melbourne,Australia,Australia,10,Jan,1989,1
ODI # 550,Australia,West Indies,Sydney,Australia,Australia,12,Jan,1989,1
ODI # 551,Australia,West Indies,Melbourne,Australia,Australia,14,Jan,1989,1
ODI # 552,Australia,West Indies,Sydney,West Indies,Australia,16,Jan,1989,1
ODI # 553,Australia,West Indies,Sydney,West Indies,Australia,18,Jan,1989,2
ODI # 554,New Zealand,Pakistan,Dunedin,New Zealand,New Zealand,6,Feb,1989,2
ODI # 555,New Zealand,Pakistan,Christchurch,New Zealand,New Zealand,4,Mar,1989,2
ODI # 556,West Indies,India,Bridgetown,West Indies,West Indies,7,Mar,1989,1
ODI # 557,New Zealand,Pakistan,Wellington,New Zealand,New Zealand,8,Mar,1989,2
ODI # 558,West Indies,India,Port of Spain,West Indies,West Indies,9,Mar,1989,2
ODI # 559,New Zealand,Pakistan,Auckland,Pakistan,New Zealand,11,Mar,1989,2
ODI # 560,West Indies,India,Port of Spain,West Indies,West Indies,11,Mar,1989,2
ODI # 561,New Zealand,Pakistan,Hamilton,New Zealand,New Zealand,14,Mar,1989,2
ODI # 562,West Indies,India,St John's,West Indies,West Indies,18,Mar,1989,2
ODI # 563,West Indies,India,Georgetown,West Indies,West Indies,21,Mar,1989,1
ODI # 564,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,23,Mar,1989,1
ODI # 565,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,24,Mar,1989,2
ODI # 566,England,Australia,Manchester,England,England,25,May,1989,1
ODI # 568,England,Australia,Lord's,Australia,England,29,May,1989,2
ODI # 569,India,West Indies,Sharjah,West Indies,U.A.E.,13,Oct,1989,2
ODI # 570,Pakistan,West Indies,Sharjah,Pakistan,U.A.E.,14,Oct,1989,1
ODI # 571,England,Sri Lanka,Delhi,England,India,15,Oct,1989,2
ODI # 572,India,Pakistan,Sharjah,Pakistan,U.A.E.,15,Oct,1989,2
ODI # 573,India,West Indies,Sharjah,India,U.A.E.,16,Oct,1989,1
ODI # 574,Pakistan,West Indies,Sharjah,Pakistan,U.A.E.,17,Oct,1989,1
ODI # 575,Australia,England,Hyderabad,England,India,19,Oct,1989,2
ODI # 576,Sri Lanka,West Indies,Rajkot,Sri Lanka,India,19,Oct,1989,2
ODI # 577,India,Pakistan,Sharjah,Pakistan,U.A.E.,20,Oct,1989,1
ODI # 578,Australia,West Indies,Chennai,Australia,India,21,Oct,1989,1
ODI # 579,England,Pakistan,Cuttack,England,India,22,Oct,1989,2
ODI # 580,India,Sri Lanka,Ahmedabad,India,India,22,Oct,1989,1
ODI # 581,Australia,Pakistan,Mumbai,Pakistan,India,23,Oct,1989,1
ODI # 582,India,West Indies,Delhi,West Indies,India,23,Oct,1989,1
ODI # 583,India,England,Kanpur,India,India,25,Oct,1989,2
ODI # 584,Pakistan,West Indies,Jalandhar,West Indies,India,25,Oct,1989,2
ODI # 585,Australia,Sri Lanka,Margao,Australia,India,25,Oct,1989,1
ODI # 586,England,West Indies,Gwalior,West Indies,India,27,Oct,1989,1
ODI # 587,India,Australia,Bengaluru,India,India,27,Oct,1989,2
ODI # 588,Pakistan,Sri Lanka,Lucknow,Pakistan,India,27,Oct,1989,1
ODI # 589,India,Pakistan,Kolkata,Pakistan,India,28,Oct,1989,1
ODI # 590,England,Pakistan,Nagpur,Pakistan,India,30,Oct,1989,2
ODI # 591,India,West Indies,Mumbai,West Indies,India,30,Oct,1989,2
ODI # 592,Pakistan,West Indies,Kolkata,Pakistan,India,1,Nov,1989,2
ODI # 593,Pakistan,India,Gujranwala,Pakistan,Pakistan,18,Dec,1989,1
ODI # 595,Pakistan,India,Lahore,Pakistan,Pakistan,22,Dec,1989,1
ODI # 596,Australia,Sri Lanka,Melbourne,Australia,Australia,26,Dec,1989,1
ODI # 597,Australia,Sri Lanka,Perth,Australia,Australia,30,Dec,1989,2
ODI # 598,Pakistan,Sri Lanka,Perth,Sri Lanka,Australia,31,Dec,1989,2
ODI # 599,Australia,Pakistan,Melbourne,Australia,Australia,3,Jan,1990,2
ODI # 600,Australia,Sri Lanka,Melbourne,Australia,Australia,4,Jan,1990,1
ODI # 601,Pakistan,Sri Lanka,Brisbane,Pakistan,Australia,10,Feb,1990,2
ODI # 602,Australia,Pakistan,Brisbane,Australia,Australia,11,Feb,1990,1
ODI # 603,Australia,Pakistan,Sydney,Pakistan,Australia,13,Feb,1990,2
ODI # 605,Pakistan,Sri Lanka,Hobart,Pakistan,Australia,15,Feb,1990,2
ODI # 606,Pakistan,Sri Lanka,Adelaide,Pakistan,Australia,17,Feb,1990,1
ODI # 608,Australia,Sri Lanka,Adelaide,Australia,Australia,18,Feb,1990,2
ODI # 609,Australia,Pakistan,Sydney,Pakistan,Australia,20,Feb,1990,1
ODI # 610,Australia,Pakistan,Melbourne,Australia,Australia,23,Feb,1990,2
ODI # 611,Australia,Pakistan,Sydney,Australia,Australia,25,Feb,1990,1
ODI # 612,New Zealand,India,Dunedin,New Zealand,New Zealand,1,Mar,1990,1
ODI # 613,Australia,India,Christchurch,Australia,New Zealand,3,Mar,1990,1
ODI # 614,West Indies,England,Kingston,West Indies,West Indies,3,Mar,1990,2
ODI # 615,New Zealand,Australia,Christchurch,Australia,New Zealand,4,Mar,1990,1
ODI # 616,New Zealand,India,Wellington,India,New Zealand,6,Mar,1990,1
ODI # 617,West Indies,England,Georgetown,West Indies,West Indies,7,Mar,1990,2
ODI # 618,Australia,India,Hamilton,Australia,New Zealand,8,Mar,1990,2
ODI # 619,New Zealand,Australia,Auckland,Australia,New Zealand,10,Mar,1990,1
ODI # 620,New Zealand,Australia,Auckland,Australia,New Zealand,11,Mar,1990,2
ODI # 621,West Indies,England,Georgetown,West Indies,West Indies,15,Mar,1990,2
ODI # 622,West Indies,England,Bridgetown,West Indies,West Indies,3,Apr,1990,2
ODI # 623,India,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,25,Apr,1990,2
ODI # 624,Australia,New Zealand,Sharjah,Australia,U.A.E.,26,Apr,1990,1
ODI # 625,India,Pakistan,Sharjah,Pakistan,U.A.E.,27,Apr,1990,1
ODI # 626,Bangladesh,New Zealand,Sharjah,New Zealand,U.A.E.,28,Apr,1990,1
ODI # 627,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,29,Apr,1990,1
ODI # 628,Australia,Bangladesh,Sharjah,Australia,U.A.E.,30,Apr,1990,2
ODI # 629,New Zealand,Pakistan,Sharjah,Pakistan,U.A.E.,1,May,1990,2
ODI # 630,Australia,Sri Lanka,Sharjah,Australia,U.A.E.,2,May,1990,1
ODI # 631,Australia,Pakistan,Sharjah,Pakistan,U.A.E.,4,May,1990,1
ODI # 632,England,New Zealand,Leeds,New Zealand,England,23,May,1990,2
ODI # 633,England,New Zealand,The Oval,England,England,25,May,1990,2
ODI # 634,England,India,Leeds,India,England,18,Jul,1990,2
ODI # 635,England,India,Nottingham,India,England,20,Jul,1990,2
ODI # 636,Pakistan,New Zealand,Lahore,Pakistan,Pakistan,2,Nov,1990,1
ODI # 637,Pakistan,New Zealand,Peshawar,Pakistan,Pakistan,4,Nov,1990,2
ODI # 638,Pakistan,New Zealand,Sialkot,Pakistan,Pakistan,6,Nov,1990,1
ODI # 639,Pakistan,West Indies,Karachi,Pakistan,Pakistan,9,Nov,1990,1
ODI # 640,Pakistan,West Indies,Lahore,Pakistan,Pakistan,11,Nov,1990,2
ODI # 641,Pakistan,West Indies,Multan,Pakistan,Pakistan,13,Nov,1990,1
ODI # 642,Australia,New Zealand,Sydney,Australia,Australia,29,Nov,1990,1
ODI # 643,England,New Zealand,Adelaide,New Zealand,Australia,1,Dec,1990,1
ODI # 644,India,Sri Lanka,Nagpur,India,India,1,Dec,1990,1
ODI # 645,Australia,New Zealand,Adelaide,Australia,Australia,2,Dec,1990,2
ODI # 646,India,Sri Lanka,Pune,India,India,5,Dec,1990,2
ODI # 647,England,New Zealand,Perth,England,Australia,7,Dec,1990,2
ODI # 648,India,Sri Lanka,Margao,Sri Lanka,India,8,Dec,1990,2
ODI # 649,Australia,England,Perth,Australia,Australia,9,Dec,1990,2
ODI # 650,Australia,New Zealand,Melbourne,Australia,Australia,11,Dec,1990,1
ODI # 651,England,New Zealand,Sydney,England,Australia,13,Dec,1990,1
ODI # 652,England,New Zealand,Brisbane,New Zealand,Australia,15,Dec,1990,2
ODI # 653,Australia,England,Brisbane,Australia,Australia,16,Dec,1990,1
ODI # 654,Australia,New Zealand,Hobart,New Zealand,Australia,18,Dec,1990,1
ODI # 655,Pakistan,Sri Lanka,Sharjah,Sri Lanka,U.A.E.,20,Dec,1990,2
ODI # 656,Pakistan,Sri Lanka,Sharjah,Pakistan,U.A.E.,21,Dec,1990,1
ODI # 657,India,Bangladesh,Chandigarh,India,India,25,Dec,1990,2
ODI # 658,India,Sri Lanka,Cuttack,Sri Lanka,India,28,Dec,1990,1
